Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2010-01-30,CoffsHarbour,22.3,28.7,0,3.2,9.9,SSW,44,SSW,SSE,31,22,70,68,1014.8,1014.4,5,3,26,27.7,No,Yes
2010-01-31,CoffsHarbour,21.6,28.2,10.8,7.4,8.4,ENE,48,ESE,ENE,7,19,79,68,1013.7,1012.6,7,7,26.1,27.1,Yes,Yes
2010-02-01,CoffsHarbour,19.4,27.8,5.8,3,3,ESE,52,SW,ESE,11,15,76,63,1013.6,1012.9,7,7,24.1,26.9,Yes,Yes
2010-02-02,CoffsHarbour,20.7,26.6,3.8,5,2,SSE,46,SSE,SW,24,17,61,89,1012.5,1011.1,5,8,25.7,23.3,Yes,Yes
2010-02-03,CoffsHarbour,20.9,28,67,NA,6,NE,41,ENE,E,15,13,79,67,1011,1011,7,5,25.1,27.3,Yes,Yes
2010-02-04,CoffsHarbour,21.5,27.7,20,6.6,7.5,N,35,SW,E,13,17,88,79,1011.3,1009.2,7,7,24.2,26.5,Yes,Yes
2010-02-05,CoffsHarbour,21.7,29.2,1.2,4.2,8.4,NE,41,NNW,NE,9,26,68,70,1011,1009.3,3,3,27,27,Yes,Yes
2010-02-06,CoffsHarbour,22.4,25.1,8.6,5.6,1.1,ENE,30,SSE,NW,9,7,94,93,1013.1,1013.2,7,8,23.7,24.3,Yes,Yes
2010-02-07,CoffsHarbour,21.6,27.5,80.6,NA,4,NNE,35,S,E,13,17,91,78,1018.4,1017.4,7,6,24.4,27.1,Yes,No
2010-02-08,CoffsHarbour,19.5,27.9,1,6.4,9.3,ESE,28,SW,ESE,13,13,90,59,1021.2,1019.9,5,6,22.2,27.1,No,Yes
2010-02-09,CoffsHarbour,20.3,27.6,13.2,6.2,6.2,SW,19,WSW,ESE,9,11,91,65,1022.1,1020.5,7,4,22.5,26.6,Yes,Yes
2010-02-10,CoffsHarbour,18.7,27.4,2.8,4.4,11.5,S,26,SW,SE,11,15,71,59,1020.2,1018.5,2,1,24.4,26.6,Yes,No
2010-02-11,CoffsHarbour,18.2,27.9,0,4.8,12.4,NE,39,NNW,NE,11,28,66,59,1017.8,1015.5,1,2,25.2,26.9,No,No
2010-02-12,CoffsHarbour,20.5,31.8,0,7.2,9.3,NNE,54,N,NNE,19,43,65,63,1013,1009.4,1,1,26.2,28,No,No
2010-02-13,CoffsHarbour,21.7,29.8,0,6.8,11.2,NNE,41,ESE,NNE,6,24,72,57,1011.7,1009.6,2,5,26.7,29.6,No,No
2010-02-14,CoffsHarbour,23.5,30.4,0,6.2,12.1,NNE,56,N,NE,26,39,68,64,1009.7,1006,4,4,26.5,27.9,No,No
2010-02-15,CoffsHarbour,23.2,30,0,6.6,6.7,WNW,57,NE,NE,17,30,67,65,1007,1004,5,5,27.8,29.1,No,Yes
2010-02-16,CoffsHarbour,20.8,25.8,9,5.6,7.2,S,33,S,SSE,19,13,73,71,1011.1,1010.6,3,4,23.3,25.1,Yes,No
2010-02-17,CoffsHarbour,19.4,26.7,0,4.6,11.5,SSW,41,SSW,S,26,30,63,67,1014,1013.8,1,3,24.5,25.8,No,No
2010-02-18,CoffsHarbour,19.8,26.2,0,8,8.9,S,52,SW,S,28,39,56,54,1018.6,1019.6,1,5,23,25.6,No,Yes
2010-02-19,CoffsHarbour,18.4,26.9,1.2,7.2,7.5,SW,37,SW,S,20,22,75,60,1021.5,1020.4,6,4,21.6,26.2,Yes,Yes
2010-02-20,CoffsHarbour,19.4,25.4,2,3.8,2.8,WSW,24,NW,SSE,11,19,93,78,1021.3,1019.6,8,6,20.9,24.2,Yes,Yes
2010-02-21,CoffsHarbour,18.4,28.1,5.2,2.4,10.5,NNE,44,N,NE,9,31,75,62,1019.5,1016.8,0,4,24.1,27.5,Yes,No
2010-02-22,CoffsHarbour,21.2,29.6,0,5.2,11.8,NE,50,NNW,NE,20,33,65,63,1018.4,1015.3,1,1,26.2,27.5,No,No
2010-02-23,CoffsHarbour,21.3,31.1,0,7.4,10.8,SSW,48,SSE,NE,9,24,60,68,1013.5,1011.1,5,5,28,29.8,No,Yes
2010-02-24,CoffsHarbour,19.8,24,13.4,8,1.1,SW,41,SSW,SSW,22,17,70,69,1019.9,1020.1,8,8,21.6,22.9,Yes,Yes
2010-02-25,CoffsHarbour,18.8,26.3,1.4,2,3.7,S,44,WSW,S,24,28,77,68,1023.3,1023.6,7,7,21,24.2,Yes,Yes
2010-02-26,CoffsHarbour,18.4,26.5,10.6,4.4,7,ESE,41,SW,SE,22,19,85,61,1024.4,1022.6,2,2,21.1,25.6,Yes,Yes
2010-02-27,CoffsHarbour,18.9,26.8,6.2,4.6,6.8,SW,31,SW,SE,17,15,86,66,1021.6,1019,7,7,22,25.8,Yes,No
2010-02-28,CoffsHarbour,19.6,28.2,0.2,4,3.7,NNE,39,NNW,NE,6,28,75,75,1017.2,1014.1,6,8,24.8,26.5,No,No
2010-03-01,CoffsHarbour,21.4,24.5,0,4,1,SSE,54,WSW,SSW,17,30,79,92,1014.2,1013.2,8,8,23.2,21.9,No,Yes
2010-03-02,CoffsHarbour,18,20.9,56.6,8.6,0,SSE,56,SW,SW,28,28,70,79,1014.6,1012.8,8,8,18.8,20.1,Yes,Yes
2010-03-03,CoffsHarbour,17.6,24.1,45.2,2.2,0,SSE,44,WSW,E,24,11,95,87,1015.7,1014.8,8,8,19.1,21.4,Yes,Yes
2010-03-04,CoffsHarbour,18.8,26.9,9.6,1.4,4.7,E,37,SW,ENE,13,24,87,67,1015.2,1013.2,6,6,21.8,25.2,Yes,Yes
2010-03-05,CoffsHarbour,18.3,27.1,1.4,2.4,5.3,NE,41,NW,NNE,6,22,76,73,1013.1,1010.8,6,6,23.3,25.4,Yes,Yes
2010-03-06,CoffsHarbour,21.6,27.3,13.4,4.8,3.5,N,37,N,NE,20,24,82,72,1012.9,1012.1,7,7,23.2,26.2,Yes,No
2010-03-07,CoffsHarbour,21.3,27.2,0.2,1.2,2.3,NE,35,NW,NNE,9,24,86,72,1014.5,1012.8,7,7,22.8,26.2,No,Yes
2010-03-08,CoffsHarbour,21.7,27.4,2.6,3.6,2.8,NNE,43,N,NNE,15,31,76,74,1015.3,1013.3,7,7,23.4,25.4,Yes,No
2010-03-09,CoffsHarbour,22,28.1,0,3.4,9.1,N,26,NW,SE,9,9,75,77,1014.4,1013.4,4,5,26.2,26.1,No,No
2010-03-10,CoffsHarbour,21.2,26.5,0,3.6,7.7,SSW,39,SW,S,22,26,63,59,1018.7,1018.4,5,5,23.5,25.1,No,Yes
2010-03-11,CoffsHarbour,18.9,21.8,2.8,7,1.2,S,54,SW,SSW,28,31,95,71,1025.5,1026.1,8,8,19,21.7,Yes,Yes
2010-03-12,CoffsHarbour,17.1,25.6,13.2,2.8,4.2,S,52,SW,SSE,26,20,89,54,1031.5,1030.1,7,7,17.7,24.4,Yes,Yes
2010-03-13,CoffsHarbour,17,24.8,24,4.6,5.7,SSE,43,WSW,SSE,17,26,96,58,1031,1028.5,7,4,17.5,24.4,Yes,Yes
2010-03-14,CoffsHarbour,17.5,24.9,9.8,3.6,7.1,WSW,35,SW,E,20,17,82,71,1027.2,1025.3,3,6,20.3,23.4,Yes,No
2010-03-15,CoffsHarbour,16.7,25.1,0,2.4,6.9,S,35,SW,S,17,24,74,65,1024.1,1021.7,6,7,20.6,24.2,No,No
2010-03-16,CoffsHarbour,16.4,26.3,0,4,6.4,SSE,48,SW,ESE,15,15,81,59,1022.3,1021,7,7,19.9,22.8,No,Yes
2010-03-17,CoffsHarbour,18.1,25.5,2,4.2,5.3,S,33,WNW,SW,9,11,87,78,1024.9,1023.9,7,7,19.3,22.9,Yes,No
2010-03-18,CoffsHarbour,17.3,25.9,0.8,3.2,10.5,NE,33,WSW,ESE,11,17,72,56,1026.3,1024.4,1,2,22.3,25.6,No,No
2010-03-19,CoffsHarbour,19.3,27,0.8,4.8,9.6,NE,35,W,NE,7,26,87,55,1023.6,1021.1,5,2,21,26.5,No,No
2010-03-20,CoffsHarbour,16.7,26.9,0,4.2,11.3,NE,35,NNW,NE,15,26,69,53,1022.6,1020.8,1,1,22.9,25.9,No,No
2010-03-21,CoffsHarbour,18,29.4,0,5.6,11.2,NE,48,NNW,NE,15,31,65,59,1020.4,1016.6,1,1,23.3,27.3,No,No
2010-03-22,CoffsHarbour,17.3,27.8,0,5,9.1,S,39,SW,S,24,30,64,69,1018,1016.6,1,1,24.9,26.8,No,No
2010-03-23,CoffsHarbour,20.4,26.5,0.4,5.2,3.8,WSW,26,WSW,ESE,7,13,86,53,1020,1017.9,7,5,22.3,26.5,No,No
2010-03-24,CoffsHarbour,16,26.7,0,2.6,10.6,ESE,22,WSW,E,7,15,75,65,1020.2,1019.2,1,2,22.1,26.2,No,No
2010-03-25,CoffsHarbour,16.4,27.3,0,4.6,10.8,E,28,NW,ENE,2,19,75,58,1022.9,1020.4,1,1,22.5,26.6,No,No
2010-03-26,CoffsHarbour,17.7,28.7,0,4,11,NE,41,NW,NE,13,30,68,66,1021.2,1017.9,1,1,23.7,26.1,No,No
2010-03-27,CoffsHarbour,18.4,28.2,0,5.4,11.1,NE,41,NW,NE,20,26,70,54,1019.9,1017.8,1,5,23.8,26.8,No,No
2010-03-28,CoffsHarbour,19,27.7,0,4.6,9,NE,39,NW,NE,13,22,79,64,1020.4,1017.6,7,3,23.4,26.6,No,No
2010-03-29,CoffsHarbour,18.1,28,0,4.8,7.5,NNE,44,NNE,NNE,11,33,67,63,1020,1017.3,5,7,24.5,26.2,No,No
2010-03-30,CoffsHarbour,19.5,28.3,0,4,9.6,NE,44,N,NNE,17,31,63,68,1018.7,1015.7,7,7,24.9,26.1,No,No
2010-03-31,CoffsHarbour,19.3,23.5,0,4.6,1.1,SSW,37,W,S,11,13,81,82,1017.4,1015.1,8,7,21.4,22.6,No,Yes
2010-04-01,CoffsHarbour,17.5,25.1,18.2,2.6,7.4,S,28,SW,SSE,9,17,75,61,1016.7,1015.1,1,3,21.5,24.6,Yes,No
2010-04-02,CoffsHarbour,15.6,25.5,0,4.2,9.4,SW,37,SW,SSE,20,22,66,55,1018.2,1016.2,1,2,21.2,24.6,No,No
2010-04-03,CoffsHarbour,17.9,25.5,0.4,6,10.7,S,52,WSW,SSE,17,24,50,48,1019.6,1017,1,1,21.6,24.9,No,Yes
2010-04-04,CoffsHarbour,17.2,24.6,1.2,7.2,7.7,S,48,SW,SSE,28,30,64,57,1020.2,1016.9,7,3,20.6,23.7,Yes,No
2010-04-05,CoffsHarbour,14.9,23.7,0.4,4,11,S,33,SW,S,20,15,61,56,1020,1017.4,2,1,21.6,23.4,No,No
2010-04-06,CoffsHarbour,15.5,24.5,0,3.4,1.4,NNE,28,NW,NNE,2,17,79,67,1020.9,1018.6,7,8,21.2,22.6,No,No
2010-04-07,CoffsHarbour,19.7,25,0,2.2,1,N,41,NNW,N,24,24,67,60,1019.8,1016.3,8,8,22.2,24.7,No,No
2010-04-08,CoffsHarbour,20.2,26.1,0,3.2,2.7,S,50,NW,NW,20,7,61,75,1014.8,1010.9,7,5,23.4,24,No,No
2010-04-09,CoffsHarbour,16.8,25.4,0.4,1,9,S,31,SSW,SE,13,13,57,63,1014.1,1010.4,1,7,23.8,23.7,No,No
2010-04-10,CoffsHarbour,16.6,27.2,0,4,8.9,ENE,22,NNW,NE,13,13,71,62,1011.2,1008.1,5,1,23.2,26.1,No,No
2010-04-11,CoffsHarbour,14,29.2,0,3.4,6.9,NNE,30,NA,NNE,0,19,60,62,1011.3,1008.1,6,7,25.4,26.8,No,No
2010-04-12,CoffsHarbour,20.4,25.4,0,3.4,3.7,SSW,37,SSW,SSE,26,11,57,53,1012.8,1011.5,5,7,24.1,23.9,No,No
2010-04-13,CoffsHarbour,15.1,24.3,0,4.6,9.5,S,33,SW,S,20,17,46,47,1019.7,1017.7,2,1,21,23.9,No,No
2010-04-14,CoffsHarbour,15.2,24.4,0,5,10.5,SSW,35,SW,SSE,26,15,52,44,1022,1019.6,1,1,21.2,23.8,No,No
2010-04-15,CoffsHarbour,11.9,24.5,0,4.2,10.6,SSE,24,SW,SSE,13,15,63,56,1021.1,1019.6,7,5,21,23.8,No,No
2010-04-16,CoffsHarbour,13.4,25.1,0,3.4,10.2,SSE,30,SW,S,15,19,62,53,1025,1023.2,2,4,22.4,24.1,No,Yes
2010-04-17,CoffsHarbour,16,23.4,10.8,5,7.4,S,37,SW,SW,20,17,80,71,1026.2,1024.2,6,3,20.9,22.7,Yes,Yes
2010-04-18,CoffsHarbour,15.5,24.3,6.2,2.2,8,WSW,28,WSW,SSE,17,15,87,70,1026,1022.9,7,3,20.6,23.9,Yes,Yes
2010-04-19,CoffsHarbour,17,23.8,8.6,2.2,5,SW,31,WSW,S,19,13,86,73,1025,1022.5,7,7,20.7,22.7,Yes,Yes
2010-04-20,CoffsHarbour,17.6,22.1,8.8,3.2,0.8,ESE,31,NNW,N,11,13,94,93,1024.1,1021.2,7,7,18.7,19.1,Yes,Yes
2010-04-21,CoffsHarbour,16.1,24.8,11,1.2,8.4,NNE,22,W,SE,15,13,87,70,1023.5,1021,6,5,20.4,22.9,Yes,No
2010-04-22,CoffsHarbour,14.1,25.3,0.2,1.8,10.5,E,20,WNW,E,9,13,72,66,1023.3,1020.7,1,1,22.6,24.2,No,No
2010-04-23,CoffsHarbour,15.1,27.5,0,2.8,10.4,NNE,35,NW,NE,6,24,67,68,1021.6,1018,1,1,22.7,24.7,No,No
2010-04-24,CoffsHarbour,17.9,29.4,0,3.2,8.1,NNW,33,NNW,N,9,19,65,56,1017.9,1013.4,5,7,24.5,26.6,No,No
2010-04-25,CoffsHarbour,17.9,27,0,3,1.6,SSE,50,NNW,SSW,24,22,66,72,1012.5,1011.2,8,8,23.1,23.9,No,Yes
2010-04-26,CoffsHarbour,14.9,22.8,7,4.2,10.4,SW,48,SW,NNE,33,26,50,40,1021.8,1020.8,1,1,18.9,22.3,Yes,No
2010-04-27,CoffsHarbour,9.4,24.4,0,3.8,7.4,N,31,N,NNE,7,22,55,56,1022.2,1018.4,6,7,19.6,22,No,No
2010-04-28,CoffsHarbour,15,24.4,0,2.4,9.9,NNW,24,WNW,E,4,11,53,46,1021.3,1018.2,1,1,22.6,24,No,No
2010-04-29,CoffsHarbour,11.6,25.4,0,3.6,10.4,SW,26,WSW,ENE,11,19,58,48,1020.7,1017.4,0,0,20.4,24.1,No,No
2010-04-30,CoffsHarbour,10.7,23.1,0,3.2,9.3,SSW,31,SW,S,17,15,51,58,1023.7,1022,5,4,20.3,22.4,No,No
2010-05-01,CoffsHarbour,12.1,23.3,0,3,8.2,N,28,WSW,SE,17,9,64,66,1026.5,1024,2,6,20.4,23.3,No,No
2010-05-02,CoffsHarbour,12.9,26.5,0,3,9,NNE,37,N,NNE,2,28,66,63,1026.2,1023,1,1,21.8,24.3,No,No
2010-05-03,CoffsHarbour,15,25,0,2.6,7.8,SE,19,W,E,7,11,75,54,1026,1023.2,7,1,20.8,24.2,No,Yes
2010-05-04,CoffsHarbour,15.5,20.6,8.6,2.8,0.7,NNE,20,WNW,SW,11,9,96,94,1022.8,1018.7,8,8,17.7,19.3,Yes,Yes
2010-05-05,CoffsHarbour,14.4,24.3,6.4,1,10.3,SSW,30,W,E,6,13,73,62,1015.1,1011.6,1,1,20.3,23.7,Yes,No
2010-05-06,CoffsHarbour,10.9,20.2,0,2.8,2.2,SSW,39,SSW,S,17,17,45,35,1019.5,1018.8,0,3,16.7,20,No,No
2010-05-07,CoffsHarbour,8.2,22.1,0,3.2,10.3,SW,33,WSW,S,17,17,58,51,1020.7,1017.8,2,1,17.4,21.5,No,No
2010-05-08,CoffsHarbour,11.5,23.2,0,3,9.6,SW,33,SW,S,17,20,63,52,1020.4,1018.7,2,2,19.1,22.1,No,No
2010-05-09,CoffsHarbour,11.6,23.6,0,3,9.8,SE,28,SW,SE,15,17,74,50,1021.2,1018.1,1,1,19.7,22.8,No,No
2010-05-10,CoffsHarbour,11.6,23,0,2.8,9.7,SE,22,SW,E,11,13,72,64,1020.4,1016.7,3,2,19.7,22,No,No
2010-05-11,CoffsHarbour,12.5,24.9,0,2.4,8.8,NW,30,NW,NNW,13,20,61,81,1015.7,1012.3,1,5,20.6,19.2,No,No
2010-05-12,CoffsHarbour,10.4,20.3,1,2.4,10.2,S,44,SSW,SSE,31,19,54,39,1015.9,1014.2,0,0,17.7,19.7,No,No
2010-05-13,CoffsHarbour,4.8,21.1,0,4,10.1,SW,30,WSW,WSW,9,9,50,26,1018.8,1014.8,1,0,15,20.4,No,No
2010-05-14,CoffsHarbour,5.3,21.8,0,2.4,10,WSW,31,WSW,S,15,15,49,39,1017,1013.3,0,0,16.7,20.6,No,No
2010-05-15,CoffsHarbour,6.5,22,0,2.6,9.8,S,35,WSW,S,13,19,61,35,1016.2,1014.3,0,1,17.1,21.6,No,No
2010-05-16,CoffsHarbour,10.2,22.3,0,3.4,7.9,SSE,39,WSW,SSE,17,24,54,58,1019.3,1017.1,3,5,18.6,20.5,No,No
2010-05-17,CoffsHarbour,11.5,20.3,0,2.4,0.5,S,35,WSW,NE,13,9,71,72,1019.1,1015.1,7,7,16.1,18.1,No,Yes
2010-05-18,CoffsHarbour,9.7,20.1,5,2.4,8.7,SW,39,WSW,SW,9,22,67,52,1015.2,1014,2,6,17.2,19.5,Yes,Yes
2010-05-19,CoffsHarbour,13,21.7,6.8,3.4,8.1,S,46,SW,S,28,26,60,54,1019.1,1017.9,3,4,18.1,21.1,Yes,No
2010-05-20,CoffsHarbour,9.9,21.2,0.4,2.6,8.1,SSW,30,WSW,S,15,13,66,64,1021.4,1019,3,5,17.5,19.9,No,No
2010-05-21,CoffsHarbour,11.6,21.3,0,1.8,4.4,N,35,WSW,W,6,11,77,74,1019.5,1015.7,7,7,18.6,18.8,No,Yes
2010-05-22,CoffsHarbour,11.4,21,10,3.6,9.1,SW,35,SW,NA,20,NA,65,NA,1017.5,NA,1,NA,16.8,NA,Yes,No
2010-05-23,CoffsHarbour,14.6,20.7,0.2,3.6,3.4,S,39,SW,S,24,13,65,66,1020.7,1019,7,7,17.1,18.8,No,Yes
2010-05-24,CoffsHarbour,12.3,19.9,5,2.6,0.2,N,28,WNW,NE,9,13,81,72,1020,1016.1,7,7,17.5,19.1,Yes,No
2010-05-25,CoffsHarbour,16,23.9,0.6,2.6,6.5,N,30,NNE,NNW,15,15,84,59,1012,1005.7,6,4,17,23.5,No,No
2010-05-26,CoffsHarbour,14.8,23.6,0.6,2.4,8.7,W,39,NW,WSW,17,22,67,36,1004.1,1002.8,3,4,20.3,21.3,No,Yes
2010-05-27,CoffsHarbour,13.6,19.7,6.8,4.8,3.5,SSE,59,SSW,WSW,24,15,81,83,1013.3,1013.9,7,6,17.1,17.3,Yes,Yes
2010-05-28,CoffsHarbour,14.2,21.1,12.8,4,4.3,WSW,28,WSW,SE,15,9,91,64,1021,1018,7,4,15.5,19.4,Yes,Yes
2010-05-29,CoffsHarbour,13.4,23.2,1.8,0.6,2.8,NNW,35,NNW,NNW,13,17,90,63,1012.2,1005,7,7,16.7,20.9,Yes,Yes
2010-05-30,CoffsHarbour,9.3,20.1,2.4,1.6,9.3,NNW,33,NW,WNW,20,15,50,35,1007.6,1005.2,4,3,16.8,18.8,Yes,No
2010-05-31,CoffsHarbour,8,22,0,2.2,9.7,SW,41,NW,NNE,9,9,56,51,1010,1007.5,1,3,17.2,21.2,No,No
2010-06-01,CoffsHarbour,14.4,21.7,0,2.4,6.5,SW,43,SW,S,26,28,58,53,1016.5,1015.3,6,8,18.3,21.2,No,Yes
2010-06-02,CoffsHarbour,14.6,16.2,4,3.4,0,WSW,33,WSW,SSE,19,4,93,93,1019.1,1017.5,8,8,14.9,15.7,Yes,Yes
2010-06-03,CoffsHarbour,14.1,16.9,59.4,1.6,0.1,WSW,43,WSW,WSW,20,22,92,94,1019,1015.5,8,8,14.7,14.5,Yes,Yes
2010-06-04,CoffsHarbour,13.9,20.7,33.4,0.6,5.8,SW,52,WSW,SSW,20,28,79,79,1011.8,1008.9,3,7,16.9,17.9,Yes,Yes
2010-06-05,CoffsHarbour,14.9,21.7,1.8,2.4,7.8,SW,54,WSW,SSW,19,31,64,52,1009.6,1008.9,6,5,18.1,20.6,Yes,No
2010-06-06,CoffsHarbour,8.9,19.4,0,3,9.6,SW,43,WSW,SW,19,22,45,39,1012.5,1012.8,1,2,16.5,18.6,No,No
2010-06-07,CoffsHarbour,10.8,19.7,0,3,6.9,SSW,52,SW,SSW,24,24,51,54,1020.9,1020.1,1,7,16.4,18.5,No,No
2010-06-08,CoffsHarbour,9.9,18.9,0,3,9.6,SW,26,SSW,ESE,13,11,59,57,1022.4,1018.6,1,1,17,18.2,No,No
2010-06-09,CoffsHarbour,9.7,22.3,0.2,1.8,7.7,NNW,35,WSW,NNW,9,19,66,33,1015.9,1009.5,7,6,16.2,21.5,No,No
2010-06-10,CoffsHarbour,4.2,17.9,0,2,8.5,WSW,37,N,SSW,7,17,55,33,1016.8,1017,3,6,13,17.2,No,No
2010-06-11,CoffsHarbour,4.8,18.7,0,2,3.8,NW,39,WNW,NNW,13,26,58,46,1021,1015.7,7,7,13.2,16.2,No,No
2010-06-12,CoffsHarbour,5.3,18,0,1.6,9.6,S,35,WSW,S,13,24,55,44,1019.7,1018.8,1,1,12.7,17.6,No,No
2010-06-13,CoffsHarbour,9.5,17.7,0,2.4,4.9,SSW,41,SW,SSW,22,26,53,76,1026.7,1026.6,4,7,15.5,16.3,No,Yes
2010-06-14,CoffsHarbour,12.8,16.4,4,1.8,0.3,SW,33,SW,SW,22,17,91,75,1032,1030,7,7,13.8,16.1,Yes,Yes
2010-06-15,CoffsHarbour,9.8,17.4,3.8,0.4,3.1,SSW,31,SW,W,19,15,76,89,1031.2,1028.5,5,7,15,14.6,Yes,No
2010-06-16,CoffsHarbour,7.5,19.7,0.8,0.8,7.5,SW,22,SW,SE,9,13,93,62,1028.8,1024.9,5,2,13.2,18.5,No,No
2010-06-17,CoffsHarbour,10.1,19,0,1.6,0.2,NNW,37,N,N,17,15,67,60,1021.4,1017.5,8,8,15.8,17.3,No,No
2010-06-18,CoffsHarbour,8.7,20.7,0,1,8.5,SW,33,W,SSE,19,13,56,48,1018,1015,1,2,17.8,19.2,No,No
2010-06-19,CoffsHarbour,5.3,18,0,2.2,9.1,WSW,24,W,SSE,9,11,74,52,1019.4,1018.8,1,1,14.8,17.3,No,No
2010-06-20,CoffsHarbour,5.3,19,0,1.8,9.5,SSE,19,W,SE,7,11,78,43,1025.1,1024.2,1,1,14.7,18.4,No,No
2010-06-21,CoffsHarbour,6.2,19.7,0,1.6,8.1,S,33,WSW,S,13,22,80,63,1030.3,1029.6,6,3,13.9,18.9,No,Yes
2010-06-22,CoffsHarbour,13.6,17.8,4.4,2.2,2.6,SSW,41,SW,SSW,19,28,90,71,1034.3,1031.9,7,7,15.3,16.6,Yes,Yes
2010-06-23,CoffsHarbour,13,18.1,11,1.6,1.2,WSW,35,SW,SSE,19,20,89,61,1033.7,1031.4,5,7,15.1,18.1,Yes,Yes
2010-06-24,CoffsHarbour,12.2,19.1,5.2,1,3.6,WSW,28,SW,S,13,11,78,67,1030.4,1026.8,5,7,15.9,17.8,Yes,No
2010-06-25,CoffsHarbour,8.2,20.6,0,1,6.6,N,39,NW,N,11,24,72,52,1027.2,1023.1,5,1,16.5,20.1,No,No
2010-06-26,CoffsHarbour,10,21.6,0,1.6,3.9,N,39,NW,NW,17,6,65,76,1020.9,1017.8,2,7,16.6,18.2,No,Yes
2010-06-27,CoffsHarbour,13.3,17.9,1.6,1.2,4.6,WSW,31,WSW,S,17,13,74,63,1018.7,1016.1,7,5,14.9,17.6,Yes,No
2010-06-28,CoffsHarbour,8.6,17.4,0,2.2,9.5,SW,35,WSW,SSE,17,15,59,56,1020,1017.2,1,1,14,16.6,No,No
2010-06-29,CoffsHarbour,3.6,16.4,0,2,9.6,SW,19,W,SE,9,9,74,53,1020.3,1017.9,1,1,10.9,15.7,No,No
2010-06-30,CoffsHarbour,1.3,16.7,0,1.6,9,SSE,22,WSW,S,6,9,69,45,1020.4,1018.5,3,3,10.5,16.4,No,No
2010-07-01,CoffsHarbour,3.9,15.8,0,1.2,1.1,SSW,26,WSW,SW,11,9,76,59,1024.7,1023.5,6,7,9.1,14.1,No,No
2010-07-02,CoffsHarbour,8.3,12.9,0,1.4,0,NNW,17,WNW,SW,7,11,78,95,1026.5,1024.4,7,8,11.5,11.7,No,Yes
2010-07-03,CoffsHarbour,6.3,17.5,7.2,0,9.8,SW,44,WSW,SSW,22,20,61,38,1023.8,1023.2,1,2,12.1,17.2,Yes,No
2010-07-04,CoffsHarbour,8.4,18.8,0,3.2,9.2,WSW,41,SW,SSW,24,26,53,51,1027.3,1025,1,5,14.7,18,No,No
2010-07-05,CoffsHarbour,7,18.5,0,1.8,6.2,SSW,31,SW,SSE,13,15,66,68,1025.6,1022.3,3,6,15,16.6,No,Yes
2010-07-06,CoffsHarbour,12.3,15.9,1.2,2,0.1,NNW,31,N,NNW,6,15,94,78,1018.4,1013.6,8,7,13.5,15.7,Yes,No
2010-07-07,CoffsHarbour,7.3,17.9,0,0.8,0.5,SW,48,SW,SW,20,28,56,67,1019.4,1018.3,7,8,15.5,16.6,No,Yes
2010-07-08,CoffsHarbour,12.8,18.9,4.8,2.4,2.3,S,50,SW,S,20,33,85,61,1023.5,1021.1,7,5,14.2,18,Yes,Yes
2010-07-09,CoffsHarbour,12.8,19,1.6,1.4,6.9,S,46,SW,SE,26,15,63,67,1026.1,1024.7,5,6,15.9,16.2,Yes,Yes
2010-07-10,CoffsHarbour,9.4,19.3,1.8,3,9.5,WSW,28,WSW,E,13,9,75,68,1028.3,1024.9,3,2,16,18.2,Yes,No
2010-07-11,CoffsHarbour,10.5,22.3,0,1.6,8.1,N,35,NNW,N,15,22,62,53,1025.6,1021.9,3,2,18.3,20.3,No,No
2010-07-12,CoffsHarbour,12.6,20.9,0,2.8,7.8,SSE,20,N,S,6,17,68,74,1022.4,1020.4,7,5,17.4,19.4,No,No
2010-07-13,CoffsHarbour,10.6,22.4,0.4,0.8,7.4,N,41,N,NNE,6,20,86,82,1021.4,1017.2,4,7,17.1,19.8,No,No
2010-07-14,CoffsHarbour,16.4,21.7,0,2.2,5.8,NNW,59,NE,ESE,15,17,69,40,1011.8,1011.3,6,1,18.5,19.9,No,No
2010-07-15,CoffsHarbour,5.4,19.8,0,2,9.9,SW,44,NNW,SW,9,20,49,26,1015.9,1015.3,1,1,15.4,19.3,No,No
2010-07-16,CoffsHarbour,5.1,18.8,0,3.2,9.8,WSW,33,SW,SSE,19,19,45,38,1024.1,1021.9,1,4,14.3,17.7,No,No
2010-07-17,CoffsHarbour,4.5,18.2,0,2.8,9.8,SSW,31,SW,SE,13,15,60,57,1026.9,1024.5,1,1,13.9,17.2,No,No
2010-07-18,CoffsHarbour,7,21.7,0,1.6,8.7,NE,39,NW,NE,15,22,64,51,1024.6,1019.5,0,1,15.5,20.4,No,No
2010-07-19,CoffsHarbour,12.2,23.5,0,2.4,3.6,WSW,37,WNW,NW,11,9,48,94,1018,1015.1,5,7,18.5,14.4,No,Yes
2010-07-20,CoffsHarbour,7.5,17.6,9.8,2.6,9.4,SSW,41,SW,SSW,17,22,75,49,1020,1018.7,1,6,13.1,16.9,Yes,No
2010-07-21,CoffsHarbour,10.1,17.2,0,3.2,8.4,S,41,SW,SSW,22,28,57,54,1023.3,1021.6,7,6,12.5,15.9,No,No
